Package,dataset_title
agridat,Uniformity trials of fruit tree yields.
agridat,Leaves for cauliflower plants at different times
agridat,Uniformity trial of wheat
agridat,Split-split plot experiment on apple trees
agridat,Root counts for propagated columnar apple shoots.
agridat,Clover yields in a factorial fertilizer experiment
agridat,Acres and price of cotton 1910-1943
agridat,Switchback trial of milk yield for two feed mixtures in cattle
agridat,Soil nitrogen and carbon in two fields
agridat,U.S. historical crop yields by state
agridat,Uniformity trial of potatoes.
agridat,Latin square design in wheat
agridat,Field experiment with unreplicated genotypes plus one repeated check.
agridat,Uniformity trials of bromegrass.
agridat,Early generation variety trial in wheat
agridat,Long term wheat yields on Broadbalk fields at Rothamsted.
agridat,Lint yield from a cotton uniformity trial
agridat,Height of Tobacco plants exposed to radiation
agridat,Ten years of barley uniformity trials on same ground
agridat,Wet and dry groundnut yields
agridat,Two reps of full diallel cross of Aztec tobacco
agridat,Turfgrass ratings for different treatments
agridat,"New York soybean yields, 1977 to 1988"
agridat,Height / Survival of 37 tree species at six sites in Thailand
agridat,Maize/Cowpea intercropping experiment
agridat,Four-way factorial agronomic experiment in triticale
agridat,Counts of arthropods in a grid-sampled wheat field
agridat,"Barley yields at multiple locs, years, fertilizer levels"
agridat,"Yield of brussels sprouts, RCB with 9 fertilizer treatments"
agridat,U.S. historical crop yields by state
agridat,Yields of barley at 6 sites in Minnesota 1927-1936.
agridat,Mercer and Hall's uniformity trial of mangolds in 1910
agridat,Uniformity trials of soy hay and soybeans.
agridat,Height of rice in a split-plot experiment with subsamples
agridat,Corn yield response to nitrogen
agridat,Uniformity trials of fruit tree yields.
agridat,Corn borer infestation under four treatments
agridat,Diallel cross of winter beans
agridat,Damage to potato tubers from lifting rods.
agridat,U.S. historical crop yields by state
agridat,Monthly weather at 6 sites in Minnesota 1927-1936.
agridat,Rice split-split plot experiment
agridat,Maize hybrids grown in China
agridat,Birth weight and weaning weight of Dorper x Red Maasi lambs
agridat,Cucumber yields in Latin Square design.
agridat,Onion yields for different densities at two locations
agridat,Uniformity trials of fruit tree yields.
agridat,Potato scab infection with sulfur treatments
agridat,Latin square experiment for testing fungicide
agridat,Multi-year uniformity trials with different crops at Huntley
agridat,Uniformity trials of fruit tree yields.
agridat,Latin square experiment on mangolds
agridat,Rice strip-split-plot experiment
agridat,Simulated split-plot experiment
agridat,Apple tree yields for 6 treatments with covariate
agridat,Seed germination with different temperatures/concentrations
agridat,Nebraska Intrastate Nursery field experiment
agridat,"Strip-split plot of barley with fertilizer, calcium, and soil factors."
agridat,"Corn & Soybean Yields, 1930-1962, with temperature and precipitation"
agridat,Sorghum yields at 3 locations across 5 years
agridat,Multi-environment trial illustrating joint regression
agridat,Yield of winter wheat at 12 sites in 4 years.
agridat,Barley yield of two varieties in a multi-environment trial
agridat,Calving difficulty by calf sex and age of dam
agridat,Rice uniformity yield test
agridat,Germination of Orobanche seeds from Crowder (1978)
agridat,Uniformity trial of potatoes
agridat,Maize yields in a multi-environment trial.  Pedigree included.
agridat,Infestation of apple shoots by apple canker.
agridat,Treatment x environment interaction in agronomy trials
agridat,Phenotypic and genotypic data for a barley population of Steptoe x Morex
agridat,Darwin's maize data of crossed/inbred plant heights
agridat,Phytophtera disease incidence in a pepper field
agridat,Slate Hall Farm 1978
agridat,RCB experiment of 50 varieties of wheat in 3 blocks with strong spatial trend.
agridat,"Rapeseed yield multi-environment trial, 3 years"
agridat,Soybean yields in North Carolina
agridat,Percent ground cover of herbage species and nettles.
agridat,Response of rice to solar radiation and temperature
agridat,1925 Iowa farmland values by county
agridat,Australia soybeans
agridat,Durum wheat yields in 7 years with genetic and environment covariates
agridat,Maize yields for four cropping systems
agridat,Wheat yields for a multi-environment trial and environmental covariates
agridat,Sugar beet trial with competition effects
agridat,Yield and yield components for barley
agridat,Phenotypic and genotypic data for a barley population of Steptoe x Morex
agridat,Relative cotton yield for different soil potassium concentrations
agridat,Wheat yield in South Australia with serpentine row/col effects
agridat,Yields from treatment for mildew control
agridat,Average monthly soil temperature near Zurich
agridat,Balanced incomplete block design in corn
agridat,Uniformity trials of bromegrass.
agridat,Corn yield response to nitrogen fertilizer
agridat,Milk fat yields for a single cow
agridat,U.S. historical crop yields by state
agridat,Factorial experiment with missing values
agridat,Factorial experiment in beans
agridat,Competition experiment between barley and sinapis.
agridat,Maize yields for 9 cultivars at 20 locations.
agridat,Potato yields and trait scores at 12 UK locations
agridat,Uniformity trials of soy hay and soybeans.
agridat,Uniformity trial of Spring Barley in 1978
ahaz,Sorlie gene expressions
AHMbook,NA
AHMbook,NA
AHMbook,NA
AHMbook,NA
AHMbook,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AICcmodavg,NA
AID,Student Grades Data
AID,Average Annual Daily Traffic Data
AID,Textile Data
aimPlot,RegData as sample data
Ake,Average daily fat yields.
akima,NA
akima,NA
akima,NA
ALA4R,Basic Australia raster for visualization A basic raster dataset in SpatialGridDataFrame (package sp) representing Australia at 0.05 degree (~5km) resolution.
ALDqr,NA
AlgDesign,NA
AlgDesign,NA
AlgDesign,NA
AlgDesign,NA
AlgDesign,NA
AlignStat,NA
AlignStat,NA
alineR,NA
ALKr,NA
allanvar,NA
allelematch,Data sets to support the tutorials in the supplementary documentation and examples in the manual.
allelematch,Data sets to support the tutorials in the supplementary documentation and examples in the manual.
allelematch,Data sets to support the tutorials in the supplementary documentation and examples in the manual.
allelematch,Data sets to support the tutorials in the supplementary documentation and examples in the manual.
allelematch,Data sets to support the tutorials in the supplementary documentation and examples in the manual.
alluvial,Refugees data
alphaOutlier,NA
alphaOutlier,NA
alr3,Land rent
alr3,"Florida area cumulus experiment, FACE I."
alr3,Metrodome fan experiment
alr3,Physics data
alr3,Drug cost.
alr3,Highway accidents
alr3,Metrodome fan experiment
alr3,National statistics from the United Nations
alr3,Crock data.
alr3,National statistics from the United Nations
alr3,National statistics from the United Nations
alr3,Forbes data
alr3,Berkeley guidance study
alr3,West Bearskin Lake small mouth bass data.
alr3,"Height-diameter data for Upper Flat Creek, Idaho"
alr3,"Black crappie study on Swan Lake, Minnesota"
alr3,Challenger data
alr3,Old Faithful Geyser data
alr3,Transaction data
alr3,Ft. Collins snowfall
alr3,World cities data
alr3,Small electric shocks in dairy cows
alr3,"Turkey data, one source"
alr3,Surface tension
alr3,Chloride data
alr3,Blowdown data
alr3,Galapagos species data
alr3,Simple windmill data
alr3,Windmill data with direction information
alr3,Government salary study
alr3,Blowdown data
alr3,Binned wind speed data
alr3,Word frequencies from Mosteller and Wallace
alr3,Jevon's gold coin data
alr3,Pearson-Lee data
alr3,Windmill data with direction information and four reference sites
alr3,Florida presidential election
alr3,Salary data
alr3,Lake Mary bluegills
alr3,Caution data
alr3,Apple shoots data
alr3,Berkeley guidance study
alr3,Swiss banknote data
alr3,Burt's twin data
alr3,Australian institute of sport data
alr3,Wool data
alr3,Mitchell soil temperature
alr3,Physics data
alr3,"Height-diameter data for Upper Flat Creek, Idaho"
alr3,Galton's peas
alr3,Snake river data
alr3,Sniffer data
alr3,Lake zooplankton diversity
alr3,Apple shoots data
alr3,Rat data
alr3,Walleye length at age
alr3,Alaska pipeline
alr3,Sleep in mammals
alr3,Hooker's data
alr3,Berkeley guidance study
alr3,Mantel's artifical data for stepwise regression
alr3,Fuel consumption
alr3,West Bearskin Lake small mouth bass data.
alr3,Cakes data
alr3,World records for the mile run
alr3,Blowdown data
alr3,Donner party
alr3,Stopping distances
alr3,Artificial height and weight data
alr3,Cathedrals
alr3,Soil productivity
alr3,Lathe data
alr3,Snow geese
alr3,"Height-diameter data for Upper Flat Creek, Idaho"
alr3,"Height-diameter data for Upper Flat Creek, Idaho"
alr3,Mammal brain weights
alr3,Apple shoots data
alr3,Titanic
alr3,"Turkey data, all sources"
alr3,Northern pike catch per unit effort
alr3,California water
alr3,Downer data
alr3,Energy consumption
alr4,Land rent
alr4,"Florida area cumulus experiment, FACE I."
alr4,Metrodome fan experiment
alr4,Physics data
alr4,Drug cost.
alr4,Metrodome fan experiment
alr4,National statistics from the United Nations
alr4,Crock data.
alr4,Titanic Survivors
alr4,Total Water Usage in Minnesota
alr4,Professor ratings from RateMyProfessors.com.
alr4,Berkeley guidance study
alr4,West Bearskin Lake small mouth bass data.
alr4,"Height-diameter data for Upper Flat Creek, Idaho"
alr4,"Black crappie study on Swan Lake, Minnesota"
alr4,Hooker's data
alr4,Subjective scaling data collected by S. S. Stevens
alr4,Old Faithful Geyser data
alr4,Ft. Collins snowfall
alr4,World cities data
alr4,Small electric shocks in dairy cows
alr4,"Turkey data, one source"
alr4,Conservation restrictions and farm prices in Minnesota
alr4,Surface tension
alr4,Donner party
alr4,Galapagos species data
alr4,Artificial height and weight data
alr4,Simple windmill data
alr4,Always plot residuals.
alr4,Windmill data with direction information
alr4,Government salary study
alr4,Word frequencies from Mosteller and Wallace
alr4,UBS price data
alr4,Jevon's gold coin data
alr4,Florida presidential election
alr4,Salary data
alr4,Lake Mary bluegills
alr4,Caution data
alr4,Downer data
alr4,Apple shoots data
alr4,Berkeley guidance study
alr4,Ft. Collins Temperature
alr4,Burt's twin data
alr4,Forbes' data
alr4,Australian institute of sport data
alr4,Mitchell soil temperature
alr4,Highway accidents
alr4,Physics data
alr4,"Height-diameter data for Upper Flat Creek, Idaho"
alr4,Galton's peas
alr4,Snake river data
alr4,Sniffer data
alr4,Lake zooplankton diversity
alr4,Apple shoots data
alr4,Rat data
alr4,Alaska pipeline
alr4,Walleye length at age
alr4,Sleep in mammals
alr4,Challenger data
alr4,Berkeley guidance study
alr4,Mantel's artifical data for stepwise regression
alr4,Fuel consumption
alr4,Cakes data
alr4,World records for the mile run
alr4,Stopping distances
alr4,Pearson-Lee data
alr4,Cathedrals
alr4,Soil productivity
alr4,Lathe data
alr4,National statistics from the United Nations mostly from 2009-2011
alr4,Blowdown data
alr4,"Height-diameter data for Upper Flat Creek, Idaho"
alr4,"Height-diameter data for Upper Flat Creek, Idaho"
alr4,Mammal brain weights
alr4,Apple shoots data
alr4,"Turkey data, all sources"
alr4,Northern pike catch per unit effort
alr4,California water
alr4,Energy consumption
alr4,"Blowdown data, Black Spruce only"
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
ALSM,NA
altmeta,A Meta-Analysis for Evaluating the Effect of Aerobic Exercise on Visceral Adipose Tissue Content/Volume
altmeta,A Meta-Analysis for Investigating the Effect of Nicotine Gum for Smoking Cessation
altmeta,A Meta-Analysis for Evaluating the Effect of Progressive Resistance Strength Training Exercise Versus Control
altmeta,A Meta-Analysis for Investigating the Effect of Placebo Interventions for All Clinical Conditions Regarding Patient-Reported Outcomes
altmeta,A Meta-Analysis for Investigating the Magnitude and Duration of Excess Mortality After Hip Fracture Among Older Men
amap,NA
AMCP,"The data used in Chapter 13, Table 5"
AMCP,"The data used in Chapter 10, Table 5"
AMCP,"The data used in Chapter 10, Exercise 7"
AMCP,"The data used in Chapter 13, Table 12"
AMCP,"The data used in Chapter 6, Table 1"
AMCP,"The data used in Chapter 15, Exercise 18 (Univariate)"
AMCP,"The data used in Chapter 10, Exercise 9"
AMCP,"The data used in Chapter 13, Table 14"
AMCP,"The data used in Chapter 11, Exercise 3"
AMCP,"The data used in Chapter 10, Table 9"
AMCP,"The data used in Chapter 11, Exercise 5"
AMCP,"The data used in Chapter 9, Table 11"
AMCP,"The data used in Chapter 5, Exercise 10"
AMCP,"The data used in Chapter 11, Table 1"
AMCP,"The data used in Chapter 11, Exercise 3"
AMCP,"The data used in Chapter 11, Exercise 5"
AMCP,"The data used in Chapter 11, Table 4"
AMCP,"The data used in Chapter 11, Table 5"
AMCP,"The data used in Chapter 15, Exercise 19 (Univariate)"
AMCP,"The data used in Chapter 5, Exercise 16"
AMCP,"The data used in Chapter 7, Table 1"
AMCP,"The data used in Chapter 15, Exercise 18 (Univariate)"
AMCP,"The data used in Chapter 9 Extension, Exercise 1"
AMCP,"The data used in Chapter 9 Extension, Exercise 2"
AMCP,"The data used in Chapter 7, Exercise 6"
AMCP,"The data used in Chapter 8, Table 12"
AMCP,"The data used in Chapter 7, Table 5"
AMCP,"The data used in Chapter 11, Exercise 17"
AMCP,"The data used in Chapter 3, Table 1"
AMCP,"The data used in Chapter 11, Exercise 18"
AMCP,"The data used in Chapter 11, Exercise 19"
AMCP,"The data used in Chapter 7, Exercise 9"
AMCP,"The data used in Chapter 3, Table 3"
AMCP,"The data used in Chapter 7, Table 9"
AMCP,"The data used in Chapter 12, Table 1"
AMCP,"The data used in Chapter 11, Exercise 21"
AMCP,"The data used in Chapter 11, Exercise 22"
AMCP,"The data used in Tutorial 2, Table 1"
AMCP,"The data used in Chapter 11, Exercise 23"
AMCP,"The data used in Tutorial 2, Table 1"
AMCP,"The data used in Chapter 11, Exercise 24"
AMCP,"The data used in Chapter 12, Table 7"
AMCP,"The data used in Chapter 12, Exercise 9"
AMCP,"The data used in Chapter 3, Exercise 9"
AMCP,"The data used in Chapter 12, Table 9"
AMCP,"The data used in Tutorial 1, Table 1"
AMCP,"The data used in Chapter 13, Table 1"
AMCP,"The data used in Chapter 13, Table 2"
AMCP,"The data used in Chapter 13, Exercise 7"
AMCP,"The data used in Chapter 13, Table 5"
AMCP,"The data used in Chapter 9, Table 1"
AMCP,"The data used in Chapter 9, Exercise 4"
AMCP,"The data used in Chapter 11, Table 19"
AMCP,"The data used in Chapter 1, Exercise 18"
AMCP,"The data used in Chapter 9, Table 1"
AMCP,"The data used in Chapter 1, Exercise 19"
AMCP,"The data used in Chapter 11, Table 19"
AMCP,"The data used in Chapter 10, Exercise 7"
